file,sample_id,cdr_level,issue
cdr_0_5/one_person_description/cdr_0_5_voice1_male_daily_life_0486.json,cdr_0_5_voice1_male_daily_life_0486,0.5,CDR 0.5 may be too impaired
cdr_0_5/one_person_description/cdr_0_5_voice1_male_daily_life_0560.json,cdr_0_5_voice1_male_daily_life_0560,0.5,CDR 0.5 may be too impaired
cdr_0_5/one_person_description/cdr_0_5_voice1_male_family_0369.json,cdr_0_5_voice1_male_family_0369,0.5,CDR 0.5 may be too impaired
cdr_0_5/one_person_description/cdr_0_5_voice1_male_home_0345.json,cdr_0_5_voice1_male_home_0345,0.5,CDR 0.5 may be too impaired
cdr_0_5/one_person_description/cdr_0_5_voice1_male_home_0469.json,cdr_0_5_voice1_male_home_0469,0.5,CDR 0.5 may be too impaired
cdr_0_5/one_person_description/cdr_0_5_voice1_male_home_0559.json,cdr_0_5_voice1_male_home_0559,0.5,CDR 0.5 may be too impaired
cdr_0_5/one_person_description/cdr_0_5_voice1_male_market_0446.json,cdr_0_5_voice1_male_market_0446,0.5,CDR 0.5 may be too impaired
cdr_0_5/one_person_description/cdr_0_5_voice1_male_market_0452.json,cdr_0_5_voice1_male_market_0452,0.5,CDR 0.5 may be too impaired
cdr_0_5/one_person_description/cdr_0_5_voice1_male_market_0558.json,cdr_0_5_voice1_male_market_0558,0.5,CDR 0.5 may be too impaired
cdr_0_5/one_person_description/cdr_0_5_voice1_male_market_0558.json,cdr_0_5_voice1_male_market_0558,0.5,word_finding_count is not visibly supported
cdr_0_5/one_person_description/cdr_0_5_voice1_male_medicine_routine_0353.json,cdr_0_5_voice1_male_medicine_routine_0353,0.5,CDR 0.5 may be too impaired
cdr_0_5/one_person_description/cdr_0_5_voice1_male_medicine_routine_0412.json,cdr_0_5_voice1_male_medicine_routine_0412,0.5,CDR 0.5 may be too impaired
cdr_0_5/one_person_description/cdr_0_5_voice1_male_medicine_routine_0488.json,cdr_0_5_voice1_male_medicine_routine_0488,0.5,CDR 0.5 may be too impaired
cdr_0_5/one_person_description/cdr_0_5_voice1_male_picture_description_0330.json,cdr_0_5_voice1_male_picture_description_0330,0.5,CDR 0.5 may be too impaired
cdr_0_5/one_person_description/cdr_0_5_voice1_male_picture_description_0363.json,cdr_0_5_voice1_male_picture_description_0363,0.5,CDR 0.5 may be too impaired
cdr_0_5/one_person_description/cdr_0_5_voice1_male_picture_description_0573.json,cdr_0_5_voice1_male_picture_description_0573,0.5,CDR 0.5 may be too impaired
cdr_0_5/one_person_description/cdr_0_5_voice2_female_clinic_0429.json,cdr_0_5_voice2_female_clinic_0429,0.5,CDR 0.5 may be too impaired
cdr_0_5/one_person_description/cdr_0_5_voice2_female_family_0329.json,cdr_0_5_voice2_female_family_0329,0.5,CDR 0.5 may be too impaired
cdr_0_5/one_person_description/cdr_0_5_voice2_female_family_0386.json,cdr_0_5_voice2_female_family_0386,0.5,CDR 0.5 may be too impaired
cdr_0_5/one_person_description/cdr_0_5_voice2_female_home_0561.json,cdr_0_5_voice2_female_home_0561,0.5,CDR 0.5 may be too impaired
cdr_0_5/one_person_description/cdr_0_5_voice2_female_home_0592.json,cdr_0_5_voice2_female_home_0592,0.5,CDR 0.5 may be too impaired
cdr_0_5/one_person_description/cdr_0_5_voice2_female_home_0595.json,cdr_0_5_voice2_female_home_0595,0.5,CDR 0.5 may be too impaired
cdr_0_5/one_person_description/cdr_0_5_voice2_female_market_0371.json,cdr_0_5_voice2_female_market_0371,0.5,CDR 0.5 may be too impaired
cdr_0_5/one_person_description/cdr_0_5_voice2_female_medicine_routine_0319.json,cdr_0_5_voice2_female_medicine_routine_0319,0.5,CDR 0.5 may be too impaired
cdr_0_5/one_person_description/cdr_0_5_voice2_female_picture_description_0367.json,cdr_0_5_voice2_female_picture_description_0367,0.5,CDR 0.5 may be too impaired
cdr_0_5/one_person_description/cdr_0_5_voice2_female_picture_description_0460.json,cdr_0_5_voice2_female_picture_description_0460,0.5,CDR 0.5 may be too impaired
cdr_0_5/one_person_description/cdr_0_5_voice2_female_picture_description_0460.json,cdr_0_5_voice2_female_picture_description_0460,0.5,word_finding_count is not visibly supported
cdr_0_5/one_person_description/cdr_0_5_voice2_female_picture_description_0517.json,cdr_0_5_voice2_female_picture_description_0517,0.5,CDR 0.5 may be too impaired
cdr_0_5/one_person_description/cdr_0_5_voice3_male_clinic_0306.json,cdr_0_5_voice3_male_clinic_0306,0.5,CDR 0.5 may be too impaired
cdr_0_5/one_person_description/cdr_0_5_voice3_male_clinic_0477.json,cdr_0_5_voice3_male_clinic_0477,0.5,CDR 0.5 may be too impaired
cdr_0_5/one_person_description/cdr_0_5_voice3_male_family_0322.json,cdr_0_5_voice3_male_family_0322,0.5,CDR 0.5 may be too impaired
cdr_0_5/one_person_description/cdr_0_5_voice3_male_family_0441.json,cdr_0_5_voice3_male_family_0441,0.5,CDR 0.5 may be too impaired
cdr_0_5/one_person_description/cdr_0_5_voice3_male_home_0499.json,cdr_0_5_voice3_male_home_0499,0.5,CDR 0.5 may be too impaired
cdr_0_5/one_person_description/cdr_0_5_voice3_male_home_0512.json,cdr_0_5_voice3_male_home_0512,0.5,CDR 0.5 may be too impaired
cdr_0_5/one_person_description/cdr_0_5_voice3_male_home_0578.json,cdr_0_5_voice3_male_home_0578,0.5,CDR 0.5 may be too impaired
cdr_0_5/one_person_description/cdr_0_5_voice3_male_home_0596.json,cdr_0_5_voice3_male_home_0596,0.5,CDR 0.5 may be too impaired
cdr_0_5/one_person_description/cdr_0_5_voice3_male_market_0498.json,cdr_0_5_voice3_male_market_0498,0.5,CDR 0.5 may be too impaired
cdr_0_5/one_person_description/cdr_0_5_voice3_male_medicine_routine_0394.json,cdr_0_5_voice3_male_medicine_routine_0394,0.5,CDR 0.5 may be too impaired
cdr_0_5/one_person_description/cdr_0_5_voice3_male_picture_description_0022.json,cdr_0_5_voice3_male_picture_description_0022,0.5,CDR 0.5 may be too impaired
cdr_0_5/one_person_description/cdr_0_5_voice3_male_picture_description_0341.json,cdr_0_5_voice3_male_picture_description_0341,0.5,CDR 0.5 may be too impaired
cdr_0_5/one_person_description/cdr_0_5_voice3_male_picture_description_0347.json,cdr_0_5_voice3_male_picture_description_0347,0.5,CDR 0.5 may be too impaired
cdr_0_5/one_person_description/cdr_0_5_voice3_male_picture_description_0547.json,cdr_0_5_voice3_male_picture_description_0547,0.5,CDR 0.5 may be too impaired
cdr_0_5/one_person_description/cdr_0_5_voice3_male_picture_description_0597.json,cdr_0_5_voice3_male_picture_description_0597,0.5,CDR 0.5 may be too impaired
cdr_0_5/one_person_description/cdr_0_5_voice3_male_picture_description_0600.json,cdr_0_5_voice3_male_picture_description_0600,0.5,CDR 0.5 may be too impaired
cdr_0_5/one_person_description/cdr_0_5_voice4_female_clinic_0030.json,cdr_0_5_voice4_female_clinic_0030,0.5,CDR 0.5 may be too impaired
cdr_0_5/one_person_description/cdr_0_5_voice4_female_clinic_0404.json,cdr_0_5_voice4_female_clinic_0404,0.5,CDR 0.5 may be too impaired
cdr_0_5/one_person_description/cdr_0_5_voice4_female_daily_life_0598.json,cdr_0_5_voice4_female_daily_life_0598,0.5,CDR 0.5 may be too impaired
cdr_0_5/one_person_description/cdr_0_5_voice4_female_family_0338.json,cdr_0_5_voice4_female_family_0338,0.5,CDR 0.5 may be too impaired
cdr_0_5/one_person_description/cdr_0_5_voice4_female_family_0568.json,cdr_0_5_voice4_female_family_0568,0.5,CDR 0.5 may be too impaired
cdr_0_5/one_person_description/cdr_0_5_voice4_female_home_0331.json,cdr_0_5_voice4_female_home_0331,0.5,CDR 0.5 may be too impaired
cdr_0_5/one_person_description/cdr_0_5_voice4_female_market_0565.json,cdr_0_5_voice4_female_market_0565,0.5,CDR 0.5 may be too impaired
cdr_0_5/one_person_description/cdr_0_5_voice4_female_medicine_routine_0029.json,cdr_0_5_voice4_female_medicine_routine_0029,0.5,CDR 0.5 may be too impaired
cdr_0_5/one_person_description/cdr_0_5_voice4_female_medicine_routine_0358.json,cdr_0_5_voice4_female_medicine_routine_0358,0.5,CDR 0.5 may be too impaired
cdr_0_5/one_person_description/cdr_0_5_voice4_female_picture_description_0431.json,cdr_0_5_voice4_female_picture_description_0431,0.5,CDR 0.5 may be too impaired
cdr_0_5/one_person_description/cdr_0_5_voice4_female_picture_description_0471.json,cdr_0_5_voice4_female_picture_description_0471,0.5,CDR 0.5 may be too impaired
cdr_0_5/one_person_description/cdr_0_5_voice4_female_picture_description_0503.json,cdr_0_5_voice4_female_picture_description_0503,0.5,CDR 0.5 may be too impaired
cdr_0_5/one_person_description/cdr_0_5_voice4_female_picture_description_0585.json,cdr_0_5_voice4_female_picture_description_0585,0.5,CDR 0.5 may be too impaired
cdr_0_5/one_person_description/cdr_0_5_voice4_female_picture_description_0588.json,cdr_0_5_voice4_female_picture_description_0588,0.5,CDR 0.5 may be too impaired
cdr_0_5/two_person_conversation/cdr_0_5_voice1_male_clinic_0424.json,cdr_0_5_voice1_male_clinic_0424,0.5,CDR 0.5 may be too impaired
cdr_0_5/two_person_conversation/cdr_0_5_voice1_male_clinic_0589.json,cdr_0_5_voice1_male_clinic_0589,0.5,CDR 0.5 may be too impaired
cdr_0_5/two_person_conversation/cdr_0_5_voice1_male_daily_life_0035.json,cdr_0_5_voice1_male_daily_life_0035,0.5,CDR 0.5 may be too impaired
cdr_0_5/two_person_conversation/cdr_0_5_voice1_male_daily_life_0305.json,cdr_0_5_voice1_male_daily_life_0305,0.5,CDR 0.5 may be too impaired
cdr_0_5/two_person_conversation/cdr_0_5_voice1_male_daily_life_0326.json,cdr_0_5_voice1_male_daily_life_0326,0.5,CDR 0.5 may be too impaired
cdr_0_5/two_person_conversation/cdr_0_5_voice1_male_daily_life_0334.json,cdr_0_5_voice1_male_daily_life_0334,0.5,CDR 0.5 may be too impaired
cdr_0_5/two_person_conversation/cdr_0_5_voice1_male_daily_life_0500.json,cdr_0_5_voice1_male_daily_life_0500,0.5,CDR 0.5 may be too impaired
cdr_0_5/two_person_conversation/cdr_0_5_voice1_male_family_0401.json,cdr_0_5_voice1_male_family_0401,0.5,CDR 0.5 may be too impaired
cdr_0_5/two_person_conversation/cdr_0_5_voice1_male_family_0482.json,cdr_0_5_voice1_male_family_0482,0.5,CDR 0.5 may be too impaired
cdr_0_5/two_person_conversation/cdr_0_5_voice1_male_family_0530.json,cdr_0_5_voice1_male_family_0530,0.5,CDR 0.5 may be too impaired
cdr_0_5/two_person_conversation/cdr_0_5_voice1_male_home_0031.json,cdr_0_5_voice1_male_home_0031,0.5,CDR 0.5 may be too impaired
cdr_0_5/two_person_conversation/cdr_0_5_voice1_male_home_0031.json,cdr_0_5_voice1_male_home_0031,0.5,word_finding_count is not visibly supported
cdr_0_5/two_person_conversation/cdr_0_5_voice1_male_home_0380.json,cdr_0_5_voice1_male_home_0380,0.5,CDR 0.5 may be too impaired
cdr_0_5/two_person_conversation/cdr_0_5_voice1_male_home_0380.json,cdr_0_5_voice1_male_home_0380,0.5,word_finding_count is not visibly supported
cdr_0_5/two_person_conversation/cdr_0_5_voice1_male_home_0416.json,cdr_0_5_voice1_male_home_0416,0.5,CDR 0.5 may be too impaired
cdr_0_5/two_person_conversation/cdr_0_5_voice1_male_home_0447.json,cdr_0_5_voice1_male_home_0447,0.5,CDR 0.5 may be too impaired
cdr_0_5/two_person_conversation/cdr_0_5_voice1_male_home_0459.json,cdr_0_5_voice1_male_home_0459,0.5,CDR 0.5 may be too impaired
cdr_0_5/two_person_conversation/cdr_0_5_voice1_male_home_0459.json,cdr_0_5_voice1_male_home_0459,0.5,word_finding_count is not visibly supported
cdr_0_5/two_person_conversation/cdr_0_5_voice1_male_market_0531.json,cdr_0_5_voice1_male_market_0531,0.5,CDR 0.5 may be too impaired
cdr_0_5/two_person_conversation/cdr_0_5_voice1_male_market_0531.json,cdr_0_5_voice1_male_market_0531,0.5,word_finding_count is not visibly supported
cdr_0_5/two_person_conversation/cdr_0_5_voice1_male_medicine_routine_0385.json,cdr_0_5_voice1_male_medicine_routine_0385,0.5,CDR 0.5 may be too impaired
cdr_0_5/two_person_conversation/cdr_0_5_voice2_female_daily_life_0564.json,cdr_0_5_voice2_female_daily_life_0564,0.5,CDR 0.5 may be too impaired
cdr_0_5/two_person_conversation/cdr_0_5_voice2_female_family_0575.json,cdr_0_5_voice2_female_family_0575,0.5,CDR 0.5 may be too impaired
cdr_0_5/two_person_conversation/cdr_0_5_voice2_female_family_0576.json,cdr_0_5_voice2_female_family_0576,0.5,CDR 0.5 may be too impaired
cdr_0_5/two_person_conversation/cdr_0_5_voice2_female_home_0387.json,cdr_0_5_voice2_female_home_0387,0.5,CDR 0.5 may be too impaired
cdr_0_5/two_person_conversation/cdr_0_5_voice2_female_home_0479.json,cdr_0_5_voice2_female_home_0479,0.5,CDR 0.5 may be too impaired
cdr_0_5/two_person_conversation/cdr_0_5_voice2_female_home_0532.json,cdr_0_5_voice2_female_home_0532,0.5,CDR 0.5 may be too impaired
cdr_0_5/two_person_conversation/cdr_0_5_voice2_female_market_0021.json,cdr_0_5_voice2_female_market_0021,0.5,CDR 0.5 may be too impaired
cdr_0_5/two_person_conversation/cdr_0_5_voice2_female_market_0393.json,cdr_0_5_voice2_female_market_0393,0.5,CDR 0.5 may be too impaired
cdr_0_5/two_person_conversation/cdr_0_5_voice2_female_market_0451.json,cdr_0_5_voice2_female_market_0451,0.5,CDR 0.5 may be too impaired
cdr_0_5/two_person_conversation/cdr_0_5_voice2_female_medicine_routine_0325.json,cdr_0_5_voice2_female_medicine_routine_0325,0.5,CDR 0.5 may be too impaired
cdr_0_5/two_person_conversation/cdr_0_5_voice2_female_medicine_routine_0552.json,cdr_0_5_voice2_female_medicine_routine_0552,0.5,CDR 0.5 may be too impaired
cdr_0_5/two_person_conversation/cdr_0_5_voice3_male_daily_life_0314.json,cdr_0_5_voice3_male_daily_life_0314,0.5,CDR 0.5 may be too impaired
cdr_0_5/two_person_conversation/cdr_0_5_voice3_male_daily_life_0462.json,cdr_0_5_voice3_male_daily_life_0462,0.5,CDR 0.5 may be too impaired
cdr_0_5/two_person_conversation/cdr_0_5_voice3_male_family_0328.json,cdr_0_5_voice3_male_family_0328,0.5,CDR 0.5 may be too impaired
cdr_0_5/two_person_conversation/cdr_0_5_voice3_male_family_0382.json,cdr_0_5_voice3_male_family_0382,0.5,CDR 0.5 may be too impaired
cdr_0_5/two_person_conversation/cdr_0_5_voice3_male_family_0382.json,cdr_0_5_voice3_male_family_0382,0.5,word_finding_count is not visibly supported
cdr_0_5/two_person_conversation/cdr_0_5_voice3_male_family_0511.json,cdr_0_5_voice3_male_family_0511,0.5,CDR 0.5 may be too impaired
cdr_0_5/two_person_conversation/cdr_0_5_voice3_male_family_0549.json,cdr_0_5_voice3_male_family_0549,0.5,CDR 0.5 may be too impaired
cdr_0_5/two_person_conversation/cdr_0_5_voice3_male_family_0549.json,cdr_0_5_voice3_male_family_0549,0.5,word_finding_count is not visibly supported
cdr_0_5/two_person_conversation/cdr_0_5_voice3_male_family_0593.json,cdr_0_5_voice3_male_family_0593,0.5,CDR 0.5 may be too impaired
cdr_0_5/two_person_conversation/cdr_0_5_voice3_male_home_0038.json,cdr_0_5_voice3_male_home_0038,0.5,CDR 0.5 may be too impaired
cdr_0_5/two_person_conversation/cdr_0_5_voice3_male_home_0309.json,cdr_0_5_voice3_male_home_0309,0.5,CDR 0.5 may be too impaired
cdr_0_5/two_person_conversation/cdr_0_5_voice3_male_home_0362.json,cdr_0_5_voice3_male_home_0362,0.5,CDR 0.5 may be too impaired
cdr_0_5/two_person_conversation/cdr_0_5_voice3_male_home_0474.json,cdr_0_5_voice3_male_home_0474,0.5,CDR 0.5 may be too impaired
cdr_0_5/two_person_conversation/cdr_0_5_voice3_male_medicine_routine_0034.json,cdr_0_5_voice3_male_medicine_routine_0034,0.5,CDR 0.5 may be too impaired
cdr_0_5/two_person_conversation/cdr_0_5_voice4_female_clinic_0414.json,cdr_0_5_voice4_female_clinic_0414,0.5,CDR 0.5 may be too impaired
cdr_0_5/two_person_conversation/cdr_0_5_voice4_female_clinic_0455.json,cdr_0_5_voice4_female_clinic_0455,0.5,CDR 0.5 may be too impaired
cdr_0_5/two_person_conversation/cdr_0_5_voice4_female_clinic_0455.json,cdr_0_5_voice4_female_clinic_0455,0.5,word_finding_count is not visibly supported
cdr_0_5/two_person_conversation/cdr_0_5_voice4_female_family_0587.json,cdr_0_5_voice4_female_family_0587,0.5,CDR 0.5 may be too impaired
cdr_0_5/two_person_conversation/cdr_0_5_voice4_female_family_0587.json,cdr_0_5_voice4_female_family_0587,0.5,word_finding_count is not visibly supported
cdr_0_5/two_person_conversation/cdr_0_5_voice4_female_home_0321.json,cdr_0_5_voice4_female_home_0321,0.5,CDR 0.5 may be too impaired
cdr_0_5/two_person_conversation/cdr_0_5_voice4_female_home_0443.json,cdr_0_5_voice4_female_home_0443,0.5,CDR 0.5 may be too impaired
cdr_0_5/two_person_conversation/cdr_0_5_voice4_female_home_0443.json,cdr_0_5_voice4_female_home_0443,0.5,word_finding_count is not visibly supported
cdr_0_5/two_person_conversation/cdr_0_5_voice4_female_home_0516.json,cdr_0_5_voice4_female_home_0516,0.5,CDR 0.5 may be too impaired
cdr_0_5/two_person_conversation/cdr_0_5_voice4_female_market_0526.json,cdr_0_5_voice4_female_market_0526,0.5,CDR 0.5 may be too impaired
cdr_0_5/two_person_conversation/cdr_0_5_voice4_female_market_0583.json,cdr_0_5_voice4_female_market_0583,0.5,CDR 0.5 may be too impaired
cdr_0_5/two_person_conversation/cdr_0_5_voice4_female_medicine_routine_0440.json,cdr_0_5_voice4_female_medicine_routine_0440,0.5,CDR 0.5 may be too impaired
cdr_0_5/two_person_conversation/cdr_0_5_voice4_female_medicine_routine_0454.json,cdr_0_5_voice4_female_medicine_routine_0454,0.5,CDR 0.5 may be too impaired
cdr_0_5/two_person_conversation/cdr_0_5_voice4_female_medicine_routine_0535.json,cdr_0_5_voice4_female_medicine_routine_0535,0.5,CDR 0.5 may be too impaired
cdr_1/one_person_description/cdr_1_voice2_female_picture_description_0756.json,cdr_1_voice2_female_picture_description_0756,1,CDR 1 may be too normal
cdr_1/one_person_description/cdr_1_voice4_female_picture_description_0641.json,cdr_1_voice4_female_picture_description_0641,1,CDR 1 may be too normal
cdr_1/two_person_conversation/cdr_1_voice2_female_family_0639.json,cdr_1_voice2_female_family_0639,1,word_finding_count is not visibly supported
cdr_1/two_person_conversation/cdr_1_voice3_male_clinic_0778.json,cdr_1_voice3_male_clinic_0778,1,word_finding_count is not visibly supported
cdr_2/one_person_description/cdr_2_voice1_male_picture_description_0062.json,cdr_2_voice1_male_picture_description_0062,2,CDR 2 picture description may be too complete
cdr_2/one_person_description/cdr_2_voice1_male_picture_description_0802.json,cdr_2_voice1_male_picture_description_0802,2,CDR 2 picture description may be too complete
cdr_2/one_person_description/cdr_2_voice1_male_picture_description_0815.json,cdr_2_voice1_male_picture_description_0815,2,CDR 2 picture description may be too complete
cdr_2/one_person_description/cdr_2_voice1_male_picture_description_0821.json,cdr_2_voice1_male_picture_description_0821,2,CDR 2 picture description may be too complete
cdr_2/one_person_description/cdr_2_voice1_male_picture_description_0827.json,cdr_2_voice1_male_picture_description_0827,2,CDR 2 picture description may be too complete
cdr_2/one_person_description/cdr_2_voice1_male_picture_description_0842.json,cdr_2_voice1_male_picture_description_0842,2,CDR 2 picture description may be too complete
cdr_2/one_person_description/cdr_2_voice1_male_picture_description_0850.json,cdr_2_voice1_male_picture_description_0850,2,CDR 2 picture description may be too complete
cdr_2/one_person_description/cdr_2_voice1_male_picture_description_0856.json,cdr_2_voice1_male_picture_description_0856,2,CDR 2 picture description may be too complete
cdr_2/one_person_description/cdr_2_voice1_male_picture_description_0863.json,cdr_2_voice1_male_picture_description_0863,2,CDR 2 picture description may be too complete
cdr_2/one_person_description/cdr_2_voice1_male_picture_description_0873.json,cdr_2_voice1_male_picture_description_0873,2,CDR 2 picture description may be too complete
cdr_2/one_person_description/cdr_2_voice1_male_picture_description_0874.json,cdr_2_voice1_male_picture_description_0874,2,CDR 2 picture description may be too complete
cdr_2/one_person_description/cdr_2_voice1_male_picture_description_0876.json,cdr_2_voice1_male_picture_description_0876,2,CDR 2 picture description may be too complete
cdr_2/one_person_description/cdr_2_voice1_male_picture_description_0879.json,cdr_2_voice1_male_picture_description_0879,2,CDR 2 picture description may be too complete
cdr_2/one_person_description/cdr_2_voice1_male_picture_description_0884.json,cdr_2_voice1_male_picture_description_0884,2,CDR 2 picture description may be too complete
cdr_2/one_person_description/cdr_2_voice1_male_picture_description_0887.json,cdr_2_voice1_male_picture_description_0887,2,CDR 2 picture description may be too complete
cdr_2/one_person_description/cdr_2_voice1_male_picture_description_0892.json,cdr_2_voice1_male_picture_description_0892,2,CDR 2 picture description may be too complete
cdr_2/one_person_description/cdr_2_voice1_male_picture_description_0893.json,cdr_2_voice1_male_picture_description_0893,2,CDR 2 picture description may be too complete
cdr_2/one_person_description/cdr_2_voice1_male_picture_description_0903.json,cdr_2_voice1_male_picture_description_0903,2,CDR 2 picture description may be too complete
cdr_2/one_person_description/cdr_2_voice2_female_picture_description_0068.json,cdr_2_voice2_female_picture_description_0068,2,CDR 2 picture description may be too complete
cdr_2/one_person_description/cdr_2_voice2_female_picture_description_0074.json,cdr_2_voice2_female_picture_description_0074,2,CDR 2 picture description may be too complete
cdr_2/one_person_description/cdr_2_voice2_female_picture_description_0816.json,cdr_2_voice2_female_picture_description_0816,2,CDR 2 picture description may be too complete
cdr_2/one_person_description/cdr_2_voice2_female_picture_description_0822.json,cdr_2_voice2_female_picture_description_0822,2,CDR 2 picture description may be too complete
cdr_2/one_person_description/cdr_2_voice2_female_picture_description_0839.json,cdr_2_voice2_female_picture_description_0839,2,CDR 2 picture description may be too complete
cdr_2/one_person_description/cdr_2_voice2_female_picture_description_0845.json,cdr_2_voice2_female_picture_description_0845,2,CDR 2 picture description may be too complete
cdr_2/one_person_description/cdr_2_voice2_female_picture_description_0861.json,cdr_2_voice2_female_picture_description_0861,2,CDR 2 picture description may be too complete
cdr_2/one_person_description/cdr_2_voice2_female_picture_description_0865.json,cdr_2_voice2_female_picture_description_0865,2,CDR 2 picture description may be too complete
cdr_2/one_person_description/cdr_2_voice2_female_picture_description_0872.json,cdr_2_voice2_female_picture_description_0872,2,CDR 2 picture description may be too complete
cdr_2/one_person_description/cdr_2_voice2_female_picture_description_0883.json,cdr_2_voice2_female_picture_description_0883,2,CDR 2 picture description may be too complete
